,Type of Work:,Registration Number / Date:,Application Title:,Title:,Area Covered:,Description:,Copyright Claimant:,Date of Creation:,Date of Publication:,Authorship on Application:,Previous Registration:,Basis of Claim:,Copyright Note:,Variant title:,Other Title:,Names:,Edition:,Notes:,Series:,Scale:
1011,['Map'],['VA0000996825 / 2000-01-10 '],"['Sanborn map Worchester, MA, vol. 1.']","['Worchester, Mass. : vol. 2.']","['Worchester, MA']",['4 p.'],['Sanborn Map Company'],['1978'],['1978-08-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Worchester, Mass. : vol. 2']","['Sanborn map Worchester, MA, vol. 1']",['Sanborn Map Company'],['Rev. Aug. 1978.'],[],[],[]
1012,['Map'],['VA0001033519 / 1999-08-13 '],['Sanborn fire insurance map.'],"['Youngstown, Ohio : vol. 1, 1985.']","['Youngston, OH']",['Map.'],"['Sanborn Library, LLC']",['1985'],['1985-01-01  '],['Sanborn Map Company.'],['Prev. pub. versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Youngstown, Ohio : vol. 1, 1985.']",['Sanborn fire insurance map.'],"['Sanborn Library, LLC', 'Sanborn Map Company']",[],[],[],[]
1013,['Map'],['VA0001003776 / 1999-08-13 '],"['Sanborn Map Akron, Ohio, vol. 3, 1986; Sanborn fire insurance map.']","['Akron, Ohio : vol. 1.']","['Akron, OH']",[],"['Sanborn Library, LLC']",['1986'],['1986-09-01 '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Akron, Ohio : vol. 1']","['Sanborn Map Akron, Ohio, vol. 3, 1986', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Rev. 1986.'],[],[],[]
1014,['Map'],['VA0001003777 / 1999-08-13 '],"['Sanborn Map Akron, Ohio, vol. 2, 1986; Sanborn fire insurance map.']","['Akron, Ohio : vol. 2.']","['Akron, OH']",[],"['Sanborn Library, LLC']",['1986'],['1986-09-01 '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Akron, Ohio : vol. 2']","['Sanborn Map Akron, Ohio, vol. 2, 1986', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Rev. 1986.'],[],[],[]
1015,['Map'],['VA0001003778 / 1999-08-13 '],"['Sanborn Map Akron, Ohio, vol. 3, 1986; Sanborn fire insurance map.']","['Akron, Ohio : vol. 3.']","['Akron, OH']",[],"['Sanborn Library, LLC']",['1986'],['1986-09-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Akron, Ohio : vol. 3']","['Sanborn Map Akron, Ohio, vol. 3, 1986', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Rev. 1986.'],[],[],[]
1016,['Map'],['VA0001003779 / 1999-08-13 '],"['Sanborn Map Akron, Ohio, vol. 5, 1986; Sanborn fire insurance map.']","['Akron, Ohio : vol. 5.']","['Akron, OH']",[],"['Sanborn Library, LLC']",['1986'],['1986-10-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Akron, Ohio : vol. 5']","['Sanborn Map Akron, Ohio, vol. 5, 1986', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[]
1017,['Map'],['VA0001003780 / 1999-08-13 '],"['Sanborn Map Akron, Ohio, vol. 6, 1986; Sanborn fire insurance map.']","['Akron, Ohio : vol. 6.']","['Akron, OH']",[],"['Sanborn Library, LLC']",['1986'],['1986-10-01 '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Akron, Ohio : vol. 6']","['Sanborn Map Akron, Ohio, vol. 6, 1986', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Rev. 1986.'],[],[],[]
1018,['Map'],['VA0000995961 / 1999-02-25 '],"['Sanborn map Albany, New York, vol. 1, 1993; Sanborn fire insurance.']","['Albany, N. Y. : vol. 1.']","['Albany, NY']",['5 p.'],"['Sanborn Library, LLC']",['1993'],['1993-08-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Albany, N. Y. : vol. 1']","['Sanborn map Albany, New York, vol. 1, 1993', 'Sanborn fire insurance']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Rev. 1993.'],[],[],[]
1019,['Map'],['VA0000995962 / 1999-02-25 '],"['Sanborn map Albany, New York, vol. 1, 1992; Sanborn fire insurance.']","['Albany, N. Y. : vol. 1.']","['Albany, NY']",['5 p.'],"['Sanborn Library, LLC']",['1992'],['1992-09-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Albany, N. Y. : vol. 1']","['Sanborn map Albany, New York, vol. 1, 1992', 'Sanborn fire insurance']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Rev. 1992.'],[],[],[]
1020,['Map'],['VA0000995970 / 1999-02-25 '],"['Sanborn map Albany, New York, vol. 2, 1994; Sanborn fire insurance.']","['Albany, N. Y. : vol. 2.']","['Albany, NY']",['5 p.'],"['Sanborn Library, LLC']",['1994'],['1994-10-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Albany, N. Y. : vol. 2']","['Sanborn map Albany, New York, vol. 2, 1994', 'Sanborn fire insurance']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[]
1021,['Map'],['VA0000995958 / 1999-02-25 '],"['Sanborn map Albany, New York, vol. 2, 1993; Sanborn fire insurance.']","['Albany, N. Y. : vol. 2.']","['Albany, NY']",['5 p.'],"['Sanborn Library, LLC']",['1993'],['1993-08-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Albany, N. Y. : vol. 2']","['Sanborn map Albany, New York, vol. 2, 1993', 'Sanborn fire insurance']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Rev. Jan. 1993.'],[],[],[]
1022,['Map'],['VA0000995963 / 1999-02-25 '],"['Sanborn map Albany, New York, vol. 2, 1992; Sanborn fire insurance.']","['Albany, N. Y. : vol. 2.']","['Albany, NY']",['5 p.'],"['Sanborn Library, LLC']",['1992'],['1992-10-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Albany, N. Y. : vol. 2']","['Sanborn map Albany, New York, vol. 2, 1992', 'Sanborn fire insurance']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Rev. 1992.'],[],[],[]
1023,['Map'],['VA0000995959 / 1999-02-25 '],"['Sanborn map Albany, New York, vol. 3, 1993; Sanborn fire insurance.']","['Albany, N. Y. : vol. 3.']","['Albany, NY']",['5 p.'],"['Sanborn Library, LLC']",['1993'],['1993-08-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Albany, N. Y. : vol. 3']","['Sanborn map Albany, New York, vol. 3, 1993', 'Sanborn fire insurance']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Rev. 1993.'],[],[],[]
1024,['Map'],['VA0000995960 / 1999-02-25 '],"['Sanborn map Albany, New York, vol. 3, 1992; Sanborn fire insurance.']","['Albany, N. Y. : vol. 3.']","['Albany, NY']",['5 p.'],"['Sanborn Library, LLC']",['1992'],['1992-10-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Albany, N. Y. : vol. 3']","['Sanborn map Albany, New York, vol. 3, 1992', 'Sanborn fire insurance']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Rev. 1992.'],[],[],[]
1025,['Map'],['VA0000995923 / 1999-02-25 '],['Sanborn fire insurance map'],"['Albany, NY : vol. 1.']","['Albany, NY']",['Map.'],"['Sanborn Library, LLC']",['1995'],['1995-08-01  '],"['Sanborn Map Company, Inc.']",['Prev. reg. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Albany, NY : vol. 1']",['Sanborn fire insurance map'],"['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[]
1026,['Map'],['VA0000995924 / 1999-02-25 '],['Sanborn fire insurance map'],"['Albany, NY : vol. 1.']","['Albany, NY']",['Map.'],"['Sanborn Library, LLC']",['1994'],['1994-10-01  '],"['Sanborn Map Company, Inc.']",['Prev. reg. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Albany, NY : vol. 1']",['Sanborn fire insurance map'],"['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[]
1027,['Map'],['VA0001078364 / 1999-09-16 '],"['Sanborn map, Albany, New York, vol. one, 1990.']","['Albany, NY : vol. 1.']",['Albany'],[],"['Sanborn Map Company, Inc.']",['1990'],['1990-10-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Albany, NY : vol. 1.']","['Sanborn map, Albany, New York, vol. one, 1990.']","['Sanborn Map Company, Inc.']",['Rev. Oct. 1990.'],[],[],[]
1028,['Map'],['VA0001078366 / 1999-09-16 '],"['Sanborn map, Albany, New York, vol. one, 1989.']","['Albany, NY : vol. 1.']",['Albany'],[],"['Sanborn Map Company, Inc.']",['1989'],['1989-08-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Albany, NY : vol. 1.']","['Sanborn map, Albany, New York, vol. one, 1989.']","['Sanborn Map Company, Inc.']",['Rev. Aug. 1989.'],[],[],[]
1029,['Map'],['VA0000995926 / 1999-02-25 '],['Sanborn fire insurance map.'],"['Albany, NY : vol. 2']","['Albany, NY']",[],"['Sanborn Library, LLC']",['1995'],['1995-08-01  '],"['Sanborn Map Company, Inc.']",['Prev. reg. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Albany, NY : vol. 2']",['Sanborn fire insurance map'],"['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[]
1030,['Map'],['VA0001078363 / 1999-09-16 '],"['Sanborn map, Albany, New York, vol. 2, 1989.']","['Albany, NY : vol. 2.']",['Albany'],[],"['Sanborn Map Company, Inc.']",['1989'],['1989-08-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Albany, NY : vol. 2']","['Sanborn map, Albany, New York, vol. 2, 1989.']","['Sanborn Map Company, Inc.']",['Rev. Aug. 1989.'],[],[],[]
1031,['Map'],['VA0000995987 / 1999-02-25 '],"['Albany, New York, vol. 3, 1995.']","['Albany, NY : vol. 3.']","['Albany, NY']",[],"['Sanborn Library, LLC']",['1995'],['1995-08-01  '],"['Sanborn Map Company, Inc.']",['Prev. reg. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Albany, NY : vol. 3']","['Albany, New York, vol. 3, 1995']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[]
1032,['Map'],['VA0000995922 / 1999-02-25 '],['Sanborn fire insurance map'],"['Albany, NY : vol. 3.']","['Albany, NY']",['Map.'],"['Sanborn Library, LLC']",['1994'],['1994-10-01  '],"['Sanborn Map Company, Inc.']",['Prev. reg. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Albany, NY : vol. 3']",['Sanborn fire insurance map'],"['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[]
1033,['Map'],['VA0001078368 / 1999-09-16 '],"['Sanborn map, Albany, New York, vol. 3, 1989.']","['Albany, NY : vol. 3.']",['Albany'],[],"['Sanborn Map Company, Inc.']",['1989'],['1989-08-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Albany, NY : vol. 3.']","['Sanborn map, Albany, New York, vol. 3, 1989.']","['Sanborn Map Company, Inc.']",['Rev. Aug. 1989.'],[],[],[]
1034,['Map'],['VA0000966242 / 1999-04-15 '],"['Sanborn map, Alexandria, VA, vol. 1, 1989; Sanborn fire insurance map.']","['Alexandria, VA : key map.']","['Alexandria, VA']",['5 p.'],"['Sanborn Library, LLC']",['1989'],['1989-06-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Alexandria, VA : key map.']","['Sanborn map, Alexandria, VA, vol. 1, 1989', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Rev. June 1989.'],[],[],[]
1035,['Map'],['VA0000966216 / 1999-04-15 '],"['Amarillo, Texas, vol. 2, 1981; Sanborn fire insurance map.']","['Amarillo, Texas : vol. 2.']","['Amarillo, TX']",['6 p.'],"['Sanborn Library, LLC']",['1981'],['1981-01-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Amarillo, Texas : vol. 2']","['Amarillo, Texas, vol. 2, 1981', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],['Maps.'],[],[]
1036,['Text'],"['RE0000793267 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan67  ']",[],"['Astoria, Oregon.  By Sanborn Map Company, Inc.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Astoria, Oregon']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
1037,['Text'],"['RE0000793268 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan69  ']",[],"['Astoria, Oregon.  By Sanborn Map Company, Inc.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Astoria, Oregon']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
1038,['Map'],['VA0000855763 / 1997-06-10 '],"['Sanborn map Atlanta, Georgia; Sanborn fire insurance map.']","['Atlanta, GA : vol. 1.']",['Atlanta'],['Map.'],"['Sanborn Map Company, Inc.']",['1978'],['1978-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Atlanta, GA : vol. 1']","['Sanborn map Atlanta, Georgia', 'Sanborn fire insurance map']","['Sanborn Map Company, Inc.']",['Rev. to 1978.'],[],[],['Scale 800 ft. to 1 in.']
1039,['Map'],['VA0000855798 / 1997-06-10 '],"['Sanborn map Atlanta, Georgia; Sanborn fire insurance map.']","['Atlanta, GA. : vol. 8.']",['Atlanta'],['Map.'],"['Sanborn Map Company, Inc.']",['1978'],['1978-11-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Atlanta, GA. : vol. 8']","['Sanborn map Atlanta, Georgia', 'Sanborn fire insurance map']","['Sanborn Map Company, Inc.']",['Rev. to 1978.'],[],[],[]
1040,['Map'],['VA0000996023 / 1999-02-25 '],"['Sanborn map, Staten Island, NY, borough of Richmond, vol. 2, 1993; Sanborn fire insurance map.']","['Boro of Richmond, NY : vol. 2.']","['Staten Island, NY']",['4 p.'],"['Sanborn Library, LLC']",['1993'],['1993-02-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Boro of Richmond, NY : vol. 2.']","['Sanborn map, Staten Island, NY, borough of Richmond, vol. 2, 1993', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],['Maps.'],[],[]
1041,['Map'],['VA0000936891 / 1998-12-28 '],"['Sanborn map, Brooklyn, New York, vol. 13, 1993; Sanborn fire insurance map.']","['Borough of Brooklyn, city of New York : vol. 13.']",['Brooklyn'],['4 p.'],"['EDR Sanborn, Inc.']",['1993'],['1993-02-01  '],"['map: Sanborn Map Company, Inc.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Borough of Brooklyn, city of New York : vol. 13.']","['Sanborn map, Brooklyn, New York, vol. 13, 1993', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['Maps.'],[],[]
1042,['Map'],['VA0000936869 / 1998-12-28 '],"['Sanborn map, Brooklyn, New York, vol. 15, 1993; Sanborn fire insurance map.']","['Borough of Brooklyn, city of NY : vol. 15.']",['Brooklyn'],['4 p.'],"['EDR Sanborn, Inc.']",['1993'],['1993-03-01  '],"['map: Sanborn Map Company, Inc.']",['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Borough of Brooklyn, city of NY : vol. 15.']","['Sanborn map, Brooklyn, New York, vol. 15, 1993', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['Maps.'],[],[]
1043,['Map'],['VA0000995937 / 1999-02-25 '],"['Queens New York, vol. 1, 1993; Sanborn fire insurance map.']","['Borough of Queens, city of New York : vol. 1.']","['Queens, NY']",[],"['Sanborn Library, LLC']",['1993'],['1993-09-01  '],"['Sanborn Map Company, Inc.']",['Prev. reg. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Borough of Queens, city of New York : vol. 1']","['Queens New York, vol. 1, 1993', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[]
1044,['Map'],['VA0000995993 / 1999-02-25 '],"['Queens, New York, vol. 12, 1993; Sanborn fire insurance map.']","['Borough of Queens, New York : vol. 12.']","['Queens, NY']",[],"['Sanborn Library, LLC']",['1993'],['1993-11-01  '],"['Sanborn Map Company, Inc.']",['Prev. reg. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],[],"['Queens, New York, vol. 12, 1993', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[]
1045,['Map'],['VA0000995979 / 1999-02-25 '],"['Queens, New York, vol. 23, 1991; Sanborn fire insurance map.']","['Borough of Queens, New York : vol. 23.']","['Queens, NY']",[],"['Sanborn Library, LLC']",['1991'],['1991-03-01  '],"['Sanborn Map Company, Inc.']",['Prev. reg. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Borough of Queens, New York : vol. 23']","['Queens, New York, vol. 23, 1991', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[]
1046,['Map'],['VA0000995971 / 1999-02-25 '],"['Queens, New York, vol. 20, 1991; Sanborn fire insurance map.']","['Borough of Queens, New York : vol. 29.']","['Queens, NY']",[],"['Sanborn Library, LLC']",['1991'],['1991-03-01  '],"['Sanborn Map Company, Inc.']",['Prev. reg. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],[],"['Queens, New York, vol. 20, 1991', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[]
1047,['Map'],['VA0000995974 / 1999-02-25 '],"['Queens, New York, vol. 23, 1993; Sanborn fire insurance map.']","['Borough of Queens, NY : vol. 23.']","['Queens, NY']",[],"['Sanborn Library, LLC']",['1993'],['1993-01-01  '],"['Sanborn Map Company, Inc.']",['Prev. reg. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Borough of Queens, NY : vol. 23']","['Queens, New York, vol. 23, 1993', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[]
